ParameterName,default,1.7555602316018748,1.7555602316018748.1,1.7555602316018748.1.1,1.7555602316018748.1.1.1,1.7555602316018748.2,1.160081182281753,1.160081182281753.1,1.160081182281753.2,1.160081182281753.3,1.160081182281753.4,1.160081182281753.5,1.160081182281753.6,1.160081182281753.1.1,1.156861992147533,1.1478299537760221,1.1469697276725375,1.1456870804478407,1.139935510202582,1.1370460901080575,1.2722450635880753,1.1710581507739728,1.1674139362157154,2.3746424640806785,2.1705303032807706,2.170505372728659,2.1610039776855046,2.1583441001663073,2.155954197509544,2.1534945352378623,2.1511228232468538,2.1506370885997024,2.1476918227769732,2.145060803175669,2.1928757320293215,1.99269302813858,1.9772441072526934,1.9756456456100184,1.971836709099946,1.92975134509677,1.9284234633343287,1.9251779212078513,1.8983645225936614,1.8973146903291633,1.8969075371365338,1.891532990268774,1.891532990268774.1,1.8905635889078876,1.8876144197330182,1.8649039058953545,1.8649039058953545.1,1.8594755291132128,1.8594755291132128.1,1.8490559008482434,1.8472005431486958,1.824058923051778,1.8167320350703609,1.8152155753755121,1.8152155753755121.1,1.8144716081288814,1.8110011030057815,1.7954256193340805,1.7954256193340805.1,1.7605554363975755,1.7605554363975755.1,1.7604788282754862,1.7604788282754862.1,1.7604788282754862.1.1,1.7604788282754862.1.1.1,1.7502140553650476,1.7502140553650476.1,1.7502140553650476.1.1,1.7495401016925725,1.7495401016925725.1,1.7495401016925725.1.1,1.7495401016925725.1.1.1,1.7495401016925725.1.1.1.1,1.7495401016925725.1.1.1.1.1,1.7495401016925725.1.1.1.1.1.1,1.7495401016925725.1.1.1.1.1.1.1,1.7495401016925725.1.1.1.1.1.1.1.1,1.7460263932927915,1.7354461929666996,1.7235792430465473,1.7213456808507304,1.7213456808507304.1,1.7213456808507304.1.1,1.7213456808507304.1.1.1,1.7213456808507304.1.1.1.1,1.7213456808507304.1.1.1.1.1,1.7213075385839631,1.7213075385839631.1,1.7213075385839631.1.1,1.7213075385839631.1.1.1,1.7213075385839631.1.1.1.1,1.7213075385839631.1.1.1.1.1,1.7213075385839631.1.1.1.1.1.1,1.6391475807093598,1.6391475807093598.1,1.6391475807093598.1.1,1.6391475807093598.1.1.1,1.6379377581322347,1.6379377581322347.1,1.6379377581322347.1.1,1.637623043839984,1.637623043839984.1,1.637623043839984.1.1,1.637623043839984.1.1.1,1.637623043839984.1.1.1.1,1.637623043839984.1.1.1.1.1,1.637623043839984.1.1.1.1.1.1,1.637623043839984.1.1.1.1.1.1.1,1.637623043839984.1.1.1.1.1.1.1.1,1.637623043839984.1.1.1.1.1.1.1.1.1,1.637623043839984.1.1.1.1.1.1.1.1.1.1,1.637623043839984
UpperZoneTimeConstant,8.986268312139105,20.005,18.24381718066607,21.00133990587628,23.744413350814,30.91209350612307,18.02503917266656,28.112702738569297,35.65660733520126,35.65660733520126,28.991472094973943,28.991472094973943,38.19808011206353,38.19808011206353,22.06009340360759,15.67457010451238,15.67457010451238,15.67457010451238,31.242150044126,32.92248207091623,22.321464161049143,22.321464161049143,22.321464161049143,11.98306531845837,11.98306531845837,11.98306531845837,24.61355595726446,23.818810738161844,23.818810738161844,23.818810738161844,23.818810738161844,23.818810738161844,25.916861464603773,25.916861464603773,32.52152092421621,32.52152092421621,32.52152092421621,32.52152092421621,32.52152092421621,37.57436394648492,37.57436394648492,33.988032756412935,33.988032756412935,33.988032756412935,33.988032756412935,33.988032756412935,33.988032756412935,33.988032756412935,33.988032756412935,38.01706318495373,38.01706318495373,38.01706318495373,38.01706318495373,38.01706318495373,38.01706318495373,38.01706318495373,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765,39.42261472062765
LowerZoneTimeConstant,2540.5222286567573,2001.3179168996016,7907.020588535978,8703.02086658425,7379.720152802445,4427.025930916069,2881.88172460158,4298.95561437343,4298.95561437343,4532.389546317454,3328.226893334614,624.2943119329834,77.80646312814645,1419.517799532402,8099.783456808434,8099.783456808434,8099.783456808434,8099.783456808434,8099.783456808434,8099.783456808434,6103.930646342815,6103.930646342815,6103.930646342815,5821.769422488361,5821.769422488361,5821.769422488361,5020.0,5020.0,5020.0,4794.998261152731,3635.052829289714,2425.11481532178,6127.806893932682,6127.806893932682,5020.0,2965.172391515614,3288.618898158721,3288.618898158721,4583.990153441124,4583.990153441124,4583.990153441124,4583.990153441124,4583.990153441124,4583.990153441124,4583.990153441124,4343.336348174288,4343.336348174288,4343.336348174288,4343.336348174288,4343.336348174288,4343.336348174288,4343.336348174288,4343.336348174288,4343.336348174288,4343.336348174288,4343.336348174288,4343.336348174288,4343.336348174288,4343.336348174288,4343.336348174288,4343.336348174288,4343.336348174288,4343.336348174288,4343.336348174288,4343.336348174288,4343.336348174288,4343.336348174288,4343.336348174288,4343.336348174288,4343.336348174288,4343.336348174288,4343.336348174288,3520.05583698577,3520.05583698577,3520.05583698577,3520.05583698577,3520.05583698577,3520.05583698577,3520.05583698577,3520.05583698577,3520.05583698577,3520.05583698577,3520.05583698577,3520.05583698577,3520.05583698577,3520.05583698577,3520.05583698577,3520.05583698577,3520.05583698577,3520.05583698577,3520.05583698577,3520.05583698577,3520.05583698577,3520.05583698577,3520.05583698577,3520.05583698577,3520.05583698577,3520.05583698577,3520.05583698577,3520.05583698577,3520.05583698577,3520.05583698577,3520.05583698577,3520.05583698577,3520.05583698577,3520.05583698577,3520.05583698577,3520.05583698577,3520.05583698577,3520.05583698577,3520.05583698577,3520.05583698577,3520.05583698577,3520.05583698577,3520.05583698577,3520.05583698577
GwPercValue,0.2042084431463395,1.005,1.048046159432915,1.048046159432915,1.0713670491307556,1.6311665190504057,0.6010991690289149,0.6918306315290159,0.974354759459328,0.9424579964485628,0.742005780521132,0.645479871156002,0.645479871156002,0.645479871156002,1.005,1.5870317637259366,1.5870317637259366,1.5870317637259366,1.8188272036362445,1.8188272036362445,1.658752203636905,1.658752203636905,1.658752203636905,0.8890090357013373,0.8890090357013373,0.8890090357013373,1.005,0.9797671408511184,0.9797671408511184,0.9797671408511184,0.9797671408511184,0.9797671408511184,0.9797671408511184,0.6132031304058916,0.7675247495442713,0.5692562990725526,1.158300211530514,1.158300211530514,1.158300211530514,1.158300211530514,1.158300211530514,1.158300211530514,1.158300211530514,1.158300211530514,1.158300211530514,1.158300211530514,1.158300211530514,1.158300211530514,1.1079557012708747,1.1079557012708747,1.1079557012708747,1.1079557012708747,1.1079557012708747,1.6177302328809613,1.590864147042577,1.590864147042577,1.590864147042577,1.590864147042577,1.590864147042577,1.590864147042577,1.590864147042577,1.590864147042577,1.590864147042577,1.590864147042577,1.590864147042577,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539,1.161078546425539
LZThreshold,12.492190273012634,15.0,7.611032206697005,10.589144503974726,14.281068472217084,14.281068472217084,21.68115719916884,27.757792513983368,22.57148779463169,20.50259714236928,20.50259714236928,20.50259714236928,20.50259714236928,24.09289459943961,17.493700110291243,12.536014453404148,12.536014453404148,0.8002124712850325,0.8002124712850325,3.0285803735320096,9.724383356860017,9.724383356860017,9.724383356860017,25.15360494506468,25.15360494506468,25.15360494506468,15.0,14.115695927163245,15.765271364052744,15.765271364052744,15.765271364052744,18.60293559765724,18.60293559765724,18.60293559765724,17.35062957320192,20.46865352325156,20.46865352325156,20.46865352325156,14.492329155875948,11.910147433211169,0.7474330880445574,0.7474330880445574,0.7474330880445574,5.871571032645264,2.8837729183457004,2.8837729183457004,2.8837729183457004,2.8837729183457004,2.8837729183457004,2.8837729183457004,2.8837729183457004,2.8837729183457004,2.8837729183457004,2.8837729183457004,2.8837729183457004,2.8837729183457004,2.8837729183457004,2.8837729183457004,2.8837729183457004,2.8837729183457004,2.8837729183457004,2.8837729183457004,2.8837729183457004,2.8837729183457004,2.8837729183457004,2.8837729183457004,2.8837729183457004,2.8837729183457004,2.8837729183457004,2.8837729183457004,2.8837729183457004,2.8837729183457004,2.8837729183457004,2.8837729183457004,2.8837729183457004,2.8837729183457004,2.8837729183457004,2.8837729183457004,2.8837729183457004,2.8837729183457004,2.8837729183457004,2.8837729183457004,2.8837729183457004,2.8837729183457004,2.8837729183457004,2.8837729183457004,11.215180979091905,11.215180979091905,3.71780156842604,3.71780156842604,3.71780156842604,3.71780156842604,3.71780156842604,3.71780156842604,3.71780156842604,3.71780156842604,3.71780156842604,3.71780156842604,3.71780156842604,3.71780156842604,3.71780156842604,3.71780156842604,3.71780156842604,3.71780156842604,3.71780156842604,3.71780156842604,3.71780156842604,3.71780156842604,3.71780156842604,3.71780156842604,3.71780156842604,3.71780156842604,3.71780156842604,3.71780156842604,3.71780156842604,3.71780156842604
b_Xinanjiang,2.5655273354784933,2.505,3.8185545665371374,3.8185545665371374,3.0947490459546185,3.230712769770004,1.96739966048468,2.656664578478342,4.956294447088135,4.956294447088135,4.956294447088135,3.839627741760035,3.317513771785344,2.5085803891112923,1.4791459174821602,1.4791459174821602,1.4791459174821602,1.4791459174821602,1.4791459174821602,1.9279131645713825,2.505,1.2740781401357293,1.2740781401357293,3.497452843613756,3.497452843613756,3.497452843613756,2.505,2.505,2.505,2.505,2.505,1.4060653207385272,1.4060653207385272,1.4060653207385272,1.0661641370451094,0.9158377800335292,0.1284902345739123,0.1284902345739123,0.2987408201214482,0.2987408201214482,0.2987408201214482,0.0848321921834588,0.6474714192059795,0.5219910540079858,0.5219910540079858,1.2718138764586993,1.2718138764586993,1.1466373740021127,1.1466373740021127,1.1466373740021127,1.1466373740021127,0.2688858596393273,0.2688858596393273,0.2688858596393273,0.2688858596393273,0.2688858596393273,0.2688858596393273,0.2688858596393273,0.2688858596393273,0.2688858596393273,0.2688858596393273,0.2688858596393273,0.2688858596393273,0.2688858596393273,0.2688858596393273,0.2688858596393273,0.2688858596393273,0.5305202428328077,0.5305202428328077,0.5305202428328077,0.5305202428328077,0.5305202428328077,0.5305202428328077,0.5305202428328077,0.4244125291278382,0.4244125291278382,0.4244125291278382,0.4244125291278382,0.4244125291278382,0.4244125291278382,0.4244125291278382,0.4244125291278382,0.6635502533837397,0.6635502533837397,0.6635502533837397,0.6635502533837397,0.6635502533837397,0.6635502533837397,0.6635502533837397,0.6635502533837397,0.6635502533837397,0.6635502533837397,0.6635502533837397,0.6635502533837397,0.6635502533837397,0.6635502533837397,0.6635502533837397,0.6635502533837397,0.6635502533837397,0.6635502533837397,0.6635502533837397,0.6635502533837397,0.6635502533837397,0.6635502533837397,0.6635502533837397,0.9503616104550464,0.9503616104550464,0.9503616104550464,0.9503616104550464,0.9503616104550464,0.9503616104550464,0.9503616104550464,0.9503616104550464,0.9503616104550464,0.9503616104550464,0.9503616104550464
PowerPrefFlow,4.920402105156972,4.25,3.016022616333297,3.738022919195013,3.034919306897414,3.9361584013303736,3.12174207669526,5.341748747731405,4.090356230730403,2.6993486467617767,0.6011582503086239,0.6011582503086239,1.1093034708969158,1.696386626850786,4.531896387599327,4.302088755739558,4.302088755739558,4.302088755739558,4.302088755739558,4.302088755739558,4.624597970694133,4.624597970694133,4.258110720396671,3.914497291067172,3.914497291067172,3.914497291067172,4.25,5.610622300613198,5.610622300613198,4.778156743024956,4.778156743024956,4.778156743024956,4.778156743024956,4.778156743024956,3.198136343889632,3.198136343889632,3.198136343889632,4.818677618561429,4.818677618561429,2.783088099097104,2.783088099097104,2.783088099097104,0.7486391163284263,1.7978642763318533,1.7978642763318533,1.7978642763318533,1.7978642763318533,1.7978642763318533,1.7978642763318533,1.7978642763318533,1.7978642763318533,0.922666503218671,0.922666503218671,0.922666503218671,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494,0.5743241177331494
SnowMeltCoef,4.774950725124599,4.5,4.463370463992868,4.4320896133917165,4.605833784094385,4.600132367854586,5.041468360276132,5.493152592724716,5.098336359724981,5.640956482597918,6.222634575585499,6.225490534483078,5.764319347536537,5.764319347536537,3.634365396098529,3.767980985772441,3.767980985772441,3.767980985772441,3.767980985772441,3.20858119348936,3.567586201881407,3.619401854396072,3.619401854396072,4.278848131195113,4.278848131195113,4.278848131195113,4.676143690011675,5.907081624712085,6.301492339748677,6.301492339748677,5.943978386090695,5.943978386090695,5.830834942313158,5.830834942313158,6.44388772459813,6.44388772459813,5.9752465205192085,5.849531501246196,5.849531501246196,5.564085442303923,5.564085442303923,4.335992372433216,4.335992372433216,4.335992372433216,4.335992372433216,4.335992372433216,4.335992372433216,4.512319785873197,4.512319785873197,5.013980056284684,5.013980056284684,5.013980056284684,5.013980056284684,5.013980056284684,5.013980056284684,5.715994139793939,5.715994139793939,5.715994139793939,5.715994139793939,4.955435601120031,4.955435601120031,4.955435601120031,4.955435601120031,4.955435601120031,4.955435601120031,4.955435601120031,4.955435601120031,5.519978943412417,5.519978943412417,5.519978943412417,5.519978943412417,5.519978943412417,5.519978943412417,5.519978943412417,5.205952743358384,5.205952743358384,5.205952743358384,5.205952743358384,5.205952743358384,5.205952743358384,5.205952743358384,5.205952743358384,5.205952743358384,5.205952743358384,5.205952743358384,5.205952743358384,5.205952743358384,5.205952743358384,5.205952743358384,5.205952743358384,5.205952743358384,5.205952743358384,5.205952743358384,5.205952743358384,5.205952743358384,5.205952743358384,5.205952743358384,5.205952743358384,5.205952743358384,5.205952743358384,5.205952743358384,5.205952743358384,5.205952743358384,5.205952743358384,5.205952743358384,5.205952743358384,5.205952743358384,5.205952743358384,5.205952743358384,5.205952743358384,5.205952743358384,5.205952743358384,5.205952743358384,5.205952743358384,5.205952743358384,5.205952743358384
CalChanMan,1.9009717292931865,1.25,1.0555506709781024,0.8552193457111005,0.5437479792316846,0.8177453709180489,1.045912298356494,1.9024515602447425,1.5693042891050384,1.9110783182619977,1.9110783182619977,1.577163956344163,1.577163956344163,1.317550721498541,1.0116828971172485,1.179557327389292,1.179557327389292,1.179557327389292,1.289784567985489,1.289784567985489,0.695420226063191,0.6385688313018033,0.6385688313018033,1.4631421942880312,1.4631421942880312,1.4631421942880312,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,0.8066931057644339,1.3046196908047882,0.9480999752542044,0.9480999752542044,0.9480999752542044,0.9480999752542044,0.9480999752542044,1.1764653333270538,1.1764653333270538,1.1764653333270538,1.1764653333270538,1.2832041357369783,1.2832041357369783,1.2832041357369783,1.2832041357369783,1.2832041357369783,1.2832041357369783,1.2832041357369783,1.2832041357369783,1.6487770088861031,1.6487770088861031,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224,1.9571245488214224
CalChanMan2,3.038533029334572,2.75,2.332664721508252,2.332664721508252,2.910274080663702,3.0266651732304246,3.558602481182299,4.054329384289524,4.442095507676411,2.5661399920546453,2.5661399920546453,2.700862978919905,2.700862978919905,2.700862978919905,4.11024392776708,4.45506455920011,4.45506455920011,3.82266886338532,3.82266886338532,3.82266886338532,2.75,2.75,2.75,2.1212808256236704,2.853176674622914,2.853176674622914,2.75,2.46809591338081,1.1007590628023254,0.5534328079411788,0.5534328079411788,0.5534328079411788,0.5534328079411788,0.5534328079411788,2.1976013584230705,2.1976013584230705,2.1976013584230705,3.467167160666849,4.660222880459826,4.923029581287832,4.235756697745126,4.235756697745126,4.235756697745126,4.608393460343418,4.608393460343418,4.608393460343418,4.608393460343418,4.888753217203788,4.888753217203788,4.888753217203788,4.888753217203788,4.888753217203788,4.888753217203788,4.888753217203788,4.888753217203788,4.888753217203788,4.888753217203788,4.888753217203788,4.888753217203788,4.888753217203788,4.888753217203788,4.888753217203788,4.888753217203788,3.423248686411294,3.423248686411294,3.423248686411294,3.423248686411294,3.423248686411294,3.423248686411294,3.423248686411294,3.423248686411294,3.423248686411294,3.423248686411294,3.423248686411294,3.423248686411294,3.423248686411294,3.423248686411294,3.423248686411294,3.423248686411294,2.730750044586249,2.730750044586249,2.730750044586249,2.730750044586249,2.730750044586249,2.730750044586249,2.730750044586249,2.730750044586249,2.730750044586249,2.730750044586249,2.730750044586249,2.730750044586249,2.730750044586249,2.730750044586249,0.5576467594835277,0.5576467594835277,0.5576467594835277,0.5576467594835277,0.5576467594835277,0.5576467594835277,0.5576467594835277,0.5576467594835277,0.5576467594835277,0.5576467594835277,0.5576467594835277,0.5576467594835277,0.5576467594835277,0.5576467594835277,1.718254698583482,1.718254698583482,1.718254698583482,1.718254698583482,1.718254698583482,1.718254698583482,1.718254698583482,1.718254698583482,1.718254698583482
LakeMultiplier,1.7474212305968166,1.25,1.470434690212637,1.1981156083485482,0.6622692763847208,0.878503938744128,1.189306120935761,1.550298676689508,1.6534118018752266,1.4023538017690864,1.114559531475397,1.114559531475397,0.934578967042627,0.934578967042627,1.605348880386538,1.605348880386538,1.7188199851328725,1.7188199851328725,1.2425513907937509,1.2425513907937509,0.9752380999658576,0.9752380999658576,0.9752380999658576,1.085439232932152,1.085439232932152,1.085439232932152,1.25,1.25,1.1949015378151513,1.1949015378151513,1.1949015378151513,1.1949015378151513,1.1949015378151513,1.1949015378151513,1.388867205111063,1.9171142355438788,1.9373869453278685,1.9373869453278685,1.6687060220218914,1.2423703598465972,1.184434728465217,1.418065794553904,1.649145132658477,1.649145132658477,1.542278147702273,1.542278147702273,1.532976701041675,1.532976701041675,1.532976701041675,1.532976701041675,1.532976701041675,1.5683502879742923,1.5683502879742923,1.5683502879742923,1.5683502879742923,1.5683502879742923,1.62823668095806,1.62823668095806,1.62823668095806,1.62823668095806,1.62823668095806,1.62823668095806,1.62823668095806,1.8215638107707417,1.8215638107707417,1.8215638107707417,1.8215638107707417,1.8215638107707417,1.8215638107707417,1.8215638107707417,1.8215638107707417,1.8215638107707417,1.8215638107707417,1.7859072745260232,1.7859072745260232,1.7859072745260232,1.7859072745260232,1.7859072745260232,1.7859072745260232,1.7859072745260232,1.7859072745260232,1.7859072745260232,1.7859072745260232,1.7859072745260232,1.7859072745260232,1.7859072745260232,1.7859072745260232,1.7859072745260232,1.7859072745260232,1.7859072745260232,1.7859072745260232,1.7859072745260232,1.7859072745260232,1.7859072745260232,1.7859072745260232,1.7859072745260232,1.7268427864918587,1.7268427864918587,1.7268427864918587,1.7268427864918587,1.7268427864918587,1.7268427864918587,1.678065122342485,1.678065122342485,1.678065122342485,1.678065122342485,1.678065122342485,1.678065122342485,1.678065122342485,1.678065122342485,1.678065122342485,1.678065122342485,1.678065122342485,1.678065122342485,1.678065122342485,1.678065122342485
